word,base
ołtarzem,ołtarz
modlącego,modlić
jakimś,jakiś
czasie,czas
poszła,pójść
poprosiła,poprosić
poszedł,pójść
kolację,kolacja
odpowiedział,odpowiedzieć
mam,mieć
Krakowa,Kraków
północą,północ
Proszę,prosić
mnie,ja
mam,mieć
powiedzenia,powiedzieć
Panu,pan
Bogu,bóg
nazywał,nazywać
zdarza,zdarzać
długie,długi
godziny,godzina
czekania,czekać
poświęcał,poświęcać
modlitwę,modlitwa
leżąc,leżeć
krzyżem,krzyż
ołtarzem,ołtarz
dziwnego,dziwny
spotykał,spotykać
Bogiem,bóg
porywał,porywać
Boga,bóg
Uczmy,uczyć
takiej,taki
ewangelicznej,ewangeliczny
postawy,postawa
pokory,pokora
modlitwy,modlitwa
której,który
przykładem,przykład
nas,my
będzie,być
bł,błogosławiony
zawodowa,zawodowy
była,być
skuteczna,skuteczny
nowoczesna,nowoczesny
niektórzy,niektóry
państwa,państwo
mówili,mówić
czasu,czas
jest,być
Powiem,powiedzieć
podzielam,podzielać
pełni,pełnia
opinię,opinia
ogólne,ogólny
we,w
wszystkich,wszystek
szkołach,szkoła
kończących,kończyć
maturą,matura
powinno,powinien
jednakowe,jednakowy
chodzi,chodzić
standardy,standard
sensie,sens
przedmiotów,przedmiot
rozszerzonych,rozszerzyć
uczenia,uczyć
rozumowania,rozumowanie
pewnej,pewien
elastyczności,elastyczność
myślenia,myślenie
itd,i tak dalej
jest,być
nam,my
potrzebne,potrzebny
chodzi,chodzić
takie,taki
kompetencje,kompetencja
rynku,rynek
pracy,praca
ważne,ważny
jest,być
zawodowe,zawodowy
podjęcia,podjąć
studiów,studia
itd,i tak dalej
przygotowany,przygotować
nas,my
zmian,zmiana
ta,ten
podstawy,podstawa
programowej,programowy
kształcenia,kształcenie
ogólnego,ogólny
uwzględnia,uwzględniać
we,w
wszystkich,wszystek
szkołach,szkoła
kończących,kończyć
maturą,matura
ma,mieć
czym,co
był,być
było,być
samym,sam
początku,początek
swojej,swój
pracy,praca
mówiła,mówić
przygotuję,przygotować
podstawy,podstawa
programowej,programowy
kształcenia,kształcenie
ogólnego,ogólny
przedszkola,przedszkole
matury,matura
daję,dawać
sobie,siebie
roku,rok
będzie,być
zrobione,zrobić
mówili,mówić
jest,być
niemożliwe,niemożliwy
da,dać
mam,mieć
wcześniejsze,wczesny
pracy,praca
różnych,różny
zespołach,zespół
piszących,pisać
podstawy,podstawa
programowe,programowy
wiem,wiedzieć
było,być
trudne,trudny
zawzięła,zawziąć
zrobiła,zrobić
roku,rok
jest,być
powiedziała,powiedzieć
początku,początek
chodzi,chodzić
zawodowe,zawodowy
moja,mój
które,który
myślę,myśleć
mam,mieć
organizacji,organizacja
takiej,taki
dobrej,dobry
promocji,promocja
kształcenia,kształcenie
zawodowego,zawodowy
które,który
miała,mieć
mieście,miasto
Gdańsku,Gdańsk
mi,ja
mówią,mówić
roku,rok
da,dać
Powiedziała,powiedzieć
sobie,siebie
daję,dawać
sobie,siebie
lata,rok
powstał,powstać
zmian,zmiana
pewnej,pewien
wizji,wizja
programowej,programowy
Proszę,prosić
państwa,państwo
pytają,pytać
chciała,chcieć
sobie,siebie
dała,dać
roku,rok
podstawę,podstawa
programową,programowy
kształcenia,kształcenie
ogólnego,ogólny
dała,dać
sobie,siebie
lata,rok
zamknięcie,zamknąć
projektu,projekt
kształcenia,kształcenie
zawodowego,zawodowy
Mam,mieć
nadzieję,Nadzieja
pewne,pewien
konkrety,konkret
efekcie,efekt
prac,praca
zespołów,zespół
eksperckich,ekspercki
będą,być
może,móc
gotowe,gotowy
końcem,koniec
nastąpi,nastąpić
śmy,być
mieli,mieć
jest,być
podstawą,podstawa
programową,programowy
kształcenia,kształcenie
ogólnego,ogólny
Jest,być
mamy,mieć
przygotowanie,przygotować
dyrektorów,dyrektor
szkół,szkoła
nauczycieli,nauczyciel
zaznajomienie,zaznajomić
tym,ten
wszystkim,wszystko
wdrażanie,wdrażać
nowych,nowy
rozwiązań,rozwiązanie
szczególności,szczególność
będą,być
szkolenia,szkolenie
związane,związać
doradztwem,doradztwo
zawodowym,zawodowy
gimnazjach,gimnazjum
chcemy,chcieć
ciągu,ciąg
najbliższego,bliski
roku,rok
zakończymy,zakończyć
dwóch,dwa
latach,rok
pracy,praca
dotyczący,dotyczyć
kształcenia,kształcenie
zawodowego,zawodowy
będzie,być
czasu,czas
Mam,mieć
nadzieję,Nadzieja
uda,udać
szybciej,szybko
będzie,być
czasu,czas
zaznajomienie,zaznajomić
tym,ten
szkół,szkoła
wdrożenie,wdrożyć
pewnych,pewien
zmian,zmiana
Proszę,prosić
konkluzji,konkluzja
proszę,prosić
ustalił,ustalić
em,być
te,ten
zasady,zasada
tego,to
mam,mieć
nadzieję,Nadzieja
pozostali,pozostały
dyskutanci,dyskutant
uzupełnią,uzupełnić
miałem,miał
powiedzenia,powiedzieć
Chciał,chcieć
jednym,jeden
ustawie,ustawa
przewiduje,przewidywać
określone,określony
terminy,termin
których,który
należy,należeć
zapłacenia,zapłacić
kaucji,kaucja
pierwszej,pierwszy
czynności,czynność
określi,określić
tę,ten
kaucję,kaucja
terminie,termin
miesiąca,miesiąc
należy,należeć
ją,on
chciał,chcieć
uwagę,uwaga
należało,należeć
tę,ten
sprawę,sprawa
następuje,następować
ogłoszenie,ogłosić
oparciu,oparcie
postanowienie,postanowić
sądu,sąd
stwierdza,stwierdzać
wszczęcie,wszcząć
postępowania,postępowanie
grupowego,grupowy
zaczynają,zaczynać
osoby,osoba
tego,ten
postępowania,postępowanie
grupowego,grupowy
tych,ten
osób,osoba
ma,mieć
grupy,grupa
ma,mieć
terminu,termin
którym,który
grupy,grupa
sądowi,sąd
ciągu,ciąg
miesięcy,miesiąc
osoby,osoba
uprawnione,uprawniony
zgłoszą,zgłosić
te,ten
dokumenty,dokument
końca,koniec
Mamy,mieć
zawieszeniu,zawieszenie
tym,ten
zakresie,zakres
tych,ten
osób,osoba
należało,należeć
należy,należeć
sądowi,sąd
jakimś,jakiś
terminie,termin
tego,ten
terminu,termin
ma,mieć
Wydawało,wydawać
należało,należeć
tym,ten
zakresie,zakres
Dziękuję,dziękować
Dziękuję,dziękować
panie,Pan
pośle,poseł
Panie,Pan
Marszałku,Marszałek
Wysoka,wysoki
Izbo,izba
Mam,mieć
Klubu,klub
Parlamentarnego,parlamentarny
dotyczące,dotyczyć
rządowego,rządowy
projektu,projekt
ustawy,ustawa
dochodzeniu,dochodzić
roszczeń,roszczenie
postępowaniu,postępowanie
grupowym,grupowy
zawartego,zawrzeć
druku,druk
złożonego,złożyć
Sejmu,sejm
Panie,Pan
Marszałku,Marszałek
Panie,pani
Panowie,Pan
Posłowie,poseł
panowie,Pan
Zostali,zostać
panowie,Pan
pozwu,pozew
zbiorowego,zbiorowy
funkcjonuje,funkcjonować
Stanach,Stany
Zjednoczonych,zjednoczyć
wielu,wiele
krajach,kraj
Europy,Europa
Umożliwia,umożliwiać
ona,on
całym,cały
grupom,grupa
poszkodowanych,poszkodowany
wspólne,wspólny
sądów,sąd
ze,z
swoimi,swój
roszczeniami,roszczenie
należy,należeć
wprowadzenie,wprowadzić
Polsce,Polska
instytucji,instytucja
pozwu,pozew
zbiorowego,zbiorowy
planowano,planować
Sprawiedliwości,sprawiedliwość
rządami,rząd
pana,Pan
ministra,minister
Zbigniewa,Zbigniew
Ziobry,Ziobro
rozpoczęło,rozpocząć
przygotowania,przygotowanie
wprowadzenia,wprowadzić
polskiego,polski
porządku,porządek
prawnego,prawny
pozwu,pozew
zbiorowego,zbiorowy
mającego,maić
celu,cel
skuteczną,skuteczny
ochronę,ochrona
praw,prawo
poszkodowanych,poszkodowany
konsumentów,konsument
przedsiębiorców,przedsiębiorca
Prace,praca
legislacyjne,legislacyjny
jego,on
wprowadzeniem,wprowadzenie
miały,mieć
elementem,element
większego,duży
legislacyjnego,legislacyjny
przedsięwzięcia,przedsięwzięcie
które,który
zakładało,zakładać
opracowanie,opracować
nowego,nowy
Kodeksu,kodeks
cywilnego,cywilny
Panie,Pan
Marszałku,Marszałek
Wysoka,wysoki
Izbo,izba
wyrokiem,wyrok
września,wrzesień
stwierdził,stwierdzić
in,inaczej
jedną,jeden
podstawowych,podstawowy
przesłanek,przesłanka
wypełnienia,wypełnienie
określonej,określić
misji,misja
publiczne,publiczny
są,być
właściwe,właściwy
zasady,zasada
ich,on
funkcjonowania,funkcjonować
spółki,spółka
publicznej,publiczny
radiofonii,radiofonia
telewizji,telewizja
otrzymują,otrzymywać
mniejsze,mały
środki,środek
finansowe,finansowy
pogarsza,pogarszać
sytuację,sytuacja
ekonomiczną,ekonomiczny
nadawców,nadawca
publicznych,publiczny
spółek,spółka
radiofonii,radiofonia
publicznej,publiczny
spółkach,spółka
tych,ten
następują,następować
drastyczne,drastyczny
cięcia,cięcie
budżetowe,budżetowy
ze,z
zwolnieniami,zwolnienie
pracowników,pracownik
Załamanie,załamać
poziomu,poziom
inkasowanych,inkasować
wpływów,wpływ
abonamentowych,abonamentowy
nastąpiło,nastąpić
zapowiedziach,zapowiedź
rządu,rząd
ustawowego,ustawowy
zwolnienia,zwolnieć
opłat,opłata
abonamentowych,abonamentowy
dużej,duży
grupy,grupa
społecznej,społeczny
całkowitego,całkowity
zniesienia,znieść
opłat,opłata
abonamentowych,abonamentowy
związku,związek
tym,ten
czuje,czuć
pogrążenie,pogrążyć
finansowe,finansowy
spółek,spółka
publicznej,publiczny
radiofonii,radiofonia
telewizji,telewizja
obecnej,obecny
sytuacji,sytuacja
widzi,widzieć
naprawienia,naprawić
swoich,swój
nieodpowiedzialnych,nieodpowiedzialny
działań,działanie
które,który
doprowadziły,doprowadzić
zapaści,zapaść
finansowej,finansowy
mediów,media
publicznych,publiczny
Dziękuję,dziękować
Dziękuję,dziękować
panu,pan
posłowi,poseł
Dziękuję,dziękować
panie,Pan
marszałku,Marszałek
Wysoka,wysoki
Izbo,izba
Mam,mieć
dotyczące,dotyczyć
zdarzenia,zdarzenie
które,który
miało,mieć
okazji,okazja
festiwalu,festiwal
Sopocie,Sopot
sierpniu,sierpień
br,bieżącego/bieżącym roku
Rafała,Rafał
Trendy,trend
był,być
transmitowany,transmitować
Sama,sam
tego,ten
programu,program
uraża,urażać
uczucia,uczucie
religijne,religijny
Polaków,Polak
jest,być
skutkiem,skutek
tego,to
Krajowa,krajowy
Radiofonii,radiofonia
Telewizji,telewizja
reaguje,reagować
dostatecznym,dostateczny
stopniu,stopień
wszelkie,wszelki
przejawy,przejaw
formy,forma
agresji,agresja
kierowanej,kierować
adresem,adres
nadawcy,nadawca
którym,który
jest,być
samego,sam
założyciela,założyciel
ojca,ojciec
dyrektora,dyrektor
Tadeusza,Tadeusz
Rydzyka,rydzyk
związku,związek
tym,to
mam,mieć
zaistniałej,zaistniały
sytuacji,sytuacja
Krajowa,krajowy
Radiofonii,radiofonia
Telewizji,telewizja
może,móc
tym,ten
programem,program
kroki,krok
prawne,prawny
chodzi,chodzić
obrażanie,obrażać
moich,mój
wielu,wiele
tysięcy,tysiąc
katolików,katolik
uczuć,uczucie
religijnych,religijny
Dziękuję,dziękować
Dziękuję,dziękować
panie,Pan
marszałku,Marszałek
Panie,Pan
Marszałku,Marszałek
Sejmie,sejm
Ma,mieć
rację,racja
mówiąc,mówić
tym,to
wystąpień,wystąpienie
przypomina,przypominać
kreacje,kreacja
teatralne,teatralny
Myślę,myśleć
którą,który
przedstawił,przedstawić
jest,być
dobra,dobry
jednowymiarowa,jednowymiarowy
Ciągłe,ciągły
zestawianie,zestawiać
np,na przykład
audycji,audycja
religijnych,religijny
programami,program
młodzieżowymi,młodzieżowy
jest,być
nieprawdziwe,nieprawdziwy
te,ten
programy,program
religijne,religijny
są,być
młodzieży,młodzież
chodzi,chodzić
pana,Pan
posła,poseł
Fedorowicza,Fedorowicz
jego,on
będzie,być
ogniste,ognisty
odegrał,odegrać
tę,ten
rolę,rola
Wykonanie,wykonać
jej,on
było,być
panu,pan
dziękuję,dziękować
krytykę,krytyka
proszę,prosić
zabranie,zabrać
głosu,głos
pana,Pan
posła,poseł
Wojciecha,Wojciech
Saługę,Saługa
Obywatelska,obywatelski
ma,mieć
Proszę,prosić
zabranie,zabrać
głosu,głos
pana,Pan
posła,poseł
Krzysztofa,Krzysztof
Gadowskiego,Gadowski
Obywatelska,obywatelski
sali,Sala
ma,mieć
Proszę,prosić
zabranie,zabrać
głosu,głos
pana,Pan
posła,poseł
Edwarda,Edward
Wojtasa,Wojtas
Polskie,polski
Ludowe,ludowy
sali,Sala
ma,mieć
Proszę,prosić
zabranie,zabrać
głosu,głos
pana,Pan
posła,poseł
Artura,Artur
Ostrowskiego,Ostrowski
Demokraci,demokrat
posłowie,poseł
zgłoszą,zgłosić
później,późno
udzielę,udzielić
głosu,głos
Panie,Pan
Marszałku,Marszałek
Sejmie,sejm
Moje,mój
pytania,pytanie
będą,być
województwa,województwo
łódzkiego,łódzki
roku,rok
czeka,czekać
decyzję,decyzja
sprawie,sprawa
dofinansowania,dofinansować
ze,z
środków,środek
Funduszu,fundusz
Spójności,spójność
modernizacji,modernizacja
oczyszczalni,oczyszczalnia
ścieków,ściek
Przekładane,przekładać
są,być
kolejne,kolejny
terminy,termin
wydanie,wydać
decyzji,decyzja
rosną,rosnąć
koszty,koszt
tego,ten
przedsięwzięcia,przedsięwzięcie
Zaczynali,zaczynać
śmy,być
mln,milion
wynosi,wynosić
mln,milion
zł,złoty
mówię,mówić
kosztach,koszt
społecznych,społeczny
niezrealizowania,zrealizować
tej,ten
ważnej,ważny
inwestycji,inwestycja
zostanie,zostać
podjęta,podjąć
dofinansowaniu,dofinansować
tego,to
kluczowego,kluczowy
województwa,województwo
łódzkiego,łódzki
projektu,projekt
Następne,następny
może,móc
podpisanie,podpisać
umowy,umowa
finansowej,finansowy
urzędem,urząd
wojewódzkim,wojewódzki
Jest,być
dotyczący,dotyczyć
urzędu,urząd
Piotrkowie,Piotrków
Trybunalskim,trybunalski
czeka,czekać
miesięcy,miesiąc
wydaniu,wydać
decyzji,decyzja
wyborze,wybór
projektu,projekt
wpadł,wpaść
taką,taki
urzędniczą,urzędniczy
czarną,czarny
dziurę,dziura
ostatnie,ostatni
potwierdza,potwierdzać
lokalizacji,lokalizacja
trasy,trasa
piotrkowskiej,piotrkowski
łódzką,łódzki
spowoduje,spowodować
utratę,utrata
środków,środek
unijnych,unijny
budowę,budowa
drogi,droga
Wrocławia,Wrocław
Warszawy,Warszawa
Dziękuję,dziękować
Dziękuję,dziękować
panu,pan
posłowi,poseł
proszę,prosić
zabranie,zabrać
głosu,głos
pana,Pan
posła,poseł
Tadeusza,Tadeusz
Obywatelska,obywatelski
Panie,Pan
Marszałku,Marszałek
Szanowna,szanowny
Sejmie,sejm
zadam,zadać
pozwolę,pozwolić
sobie,siebie
niektórych,niektóry
poprzedników,poprzednik
razy,raz
świętych,święty
Mikołajów,Mikołaj
obiecując,obiecować
wszystkim,wszyscy
dostaną,dostać
pieniądze,pieniądz
okresie,okres
wyborami,wybory
Mam,mieć
takie,taki
pytania,pytanie
tej,ten
pory,pora
był,być
em,być
burmistrzem,burmistrz
małej,mały
gminy,gmina
miałem,miał
inwestycji,inwestycja
ze,z
środków,środek
unijnych,unijny
począwszy,począć
lokalnych,lokalny
mojej,mój
gminie,gmina
skończywszy,skończyć
potężnej,potężny
jednej,jeden
największych,duży
Małopolsce,Małopolska
dotacji,dotacja
unijnej,unijny
Funduszu,fundusz
Spójności,spójność
kanalizację,kanalizacja
realizowanej,realizować
tych,ten
gminach,gmina
Związku,związek
Chrzanowa,chrzanowy
Lubiąża,Lubiąż
Trzebini,Trzebinia
któremu,który
szefował,szefować
em,być
Sportu,sport
Turystyki,turystyka
razu,raz
odpowiadam,odpowiadać
pierwsze,pierwszy
Żadnych,żaden
wyjątków,wyjątek
będzie,być
Procedury,procedura
będą,być
obowiązywały,obowiązywać
wszystkie,wszystek
podmioty,podmiot
względu,wzgląd
będzie,być
polska,polski
zagraniczna,zagraniczny
będzie,być
podziału,podział
Azję,Azja
obojętne,obojętny
Te,ten
same,sam
procedury,procedura
będą,być
wszystkich,wszyscy
pierwsze,pierwszy
chodzi,chodzić
najkrócej,krótko
powiem,powiedzieć
jest,być
metra,metr
długości,długość
km,kilometr
którym,który
mówimy,mówić
mający,maić
stadionu,stadion
narodowego,narodowy
udało,udać
mld,miliard
taniej,tanio
prostym,prosty
rachunku,rachunek
jest,być
mld,miliard
więcej,dużo
budżecie,budżet
państwa,państwo
ma,mieć
chodzi,chodzić
skutki,skutek
są,być
normalne,normalny
gry,gra
jest,być
globalna,globalny
związku,związek
tym,to
te,ten
wszystkie,wszystek
koszty,koszt
które,który
ponoszą,ponosić
firmy,firma
prowadzące,prowadzić
są,być
ponoszone,ponosić
kraju,kraj
związku,związek
tym,to
ramach,ramy
kontraktów,kontrakt
przywożono,przywozić
pracowników,pracownik
ze,z
sobą,siebie
tę,ten
usługę,usługa
sprzedawano,sprzedawać
jest,być
opodatkowane,opodatkować
ma,mieć
żadnych,żaden
wyjątków,wyjątek
musi,musieć
zagrożony,zagrozić
będzie,być
miał,mieć
lepszych,dobry
warunków,warunek
pozostali,pozostały
uczestnicy,uczestnik
tej,ten
gry,gra
Dziękuję,dziękować
Dziękuję,dziękować
panu,pan
ministrowi,minister
proszę,prosić
zadanie,zadać
pytań,pytanie
pana,Pan
posła,poseł
Wojciecha,Wojciech
Olejniczaka,Olejniczak
pana,Pan
posła,poseł
Zbigniewa,Zbigniew
proszę,prosić
Dziękuję,dziękować
Panie,Pan
Marszałku,Marszałek
Wysoka,wysoki
Izbo,izba
Panie,Pan
Ministrze,minister
panu,pan
dwóch,dwa
tygodni,tydzień
trwają,trwać
protesty,protest
polskich,polski
sadowników,sadownik
Protestują,protestować
oni,on
niskim,niski
cenom,cena
skupu,skup
jabłek,jabłko
Przetwórcy,przetwórca
kg,kilogram
proponują,proponować
im,on
cenę,cena
gr,grosz
dowozem,dowóz
skupu,skup
ta,ten
jest,być
śmieszna,śmieszny
wiemy,wiedzieć
pokrywa,pokrywać
kosztów,koszt
samej,sam
robocizny,robocizna
należy,należeć
tego,to
nawozy,nawóz
środki,środek
ochrony,ochrona
roślin,roślina
ludzie,człowiek
ci,ten
muszą,musieć
następnych,następny
zbiorów,zbiór
większości,większość
nich,on
owoce,owoc
główne,główny
utrzymania,utrzymanie
Owoce,owoc
leżą,leżeć
sadach,sad
gniją,gnić
panem,Pan
posłem,poseł
Wojciechem,Wojciech
Olejniczakiem,Olejniczak
spotykali,spotykać
śmy,być
protestującymi,protestować
sadownikami,sadownik
Zdesperowani,zdesperowany
zrozpaczeni,zrozpaczony
ludzie,człowiek
blokują,blokować
wjazdy,wjazd
wyjazdy,wyjazd
zakładów,zakład
zasłaniając,zasłaniać
je,on
własnym,własny
ciałem,ciało
jednej,jeden
drugiej,drugi
miejscowości,miejscowość
Opolu,opole
Lubelskim,lubelski
Zagłobie,zagłoba
utworzyli,utworzyć
jabłkowe,jabłkowy
miasteczka,miasteczko
roku,rok
białe,biały
miasteczka,miasteczko
zorganizowały,zorganizować
pielęgniarki,pielęgniarka
Hiszpanii,Hiszpania
Holandii,Holandia
Irlandii,Irlandia
Luksemburgu,Luksemburg
Niemczech,Niemcy
Portugalii,Portugalia
Szwecji,Szwecja
Wielkiej,wielki
Brytanii,Brytania
Austrii,Austria
Belgii,Belgia
itd,i tak dalej
będę,być
więcej,dużo
wymieniał,wymieniać
podkomisji,podkomisja
komisji,komisja
odbyła,odbyć
merytoryczna,merytoryczny
długotrwała,długotrwały
powoduje,powodować
chcemy,chcieć
Były,być
przedstawiane,przedstawiać
proszę,prosić
państwa,państwo
opinie,opinia
Instytutu,instytut
Medycyny,medycyna
Pracy,praca
Łodzi,Łódź
Instytutu,instytut
Medycyny,medycyna
Pracy,praca
Sosnowcu,Sosnowiec
Rady,rada
Ochrony,ochrona
Pracy,praca
Sejmie,sejm
Rzeczypospolitej,rzeczpospolita
Polskiej,polski
Krajowego,krajowy
Ochrony,ochrona
Radiologicznej,radiologiczny
Ochronie,ochrona
Zdrowia,zdrowie
Głównego,główny
Inspektoratu,inspektorat
Sanitarnego,sanitarny
Chcę,chcieć
są,być
przekroczone,przekroczyć
normy,norma
dopuszczalne,dopuszczalny
biorąc,brać
one,on
wynoszą,wynosić
dopuszczalnej,dopuszczalny
normy,norma
zdefiniowanej,zdefiniować
prawie,prawo
unijnym,unijny
ma,mieć
zagrożenia,zagrożenie
jakie,jaki
istniało,istnieć
przeszłości,przeszłość
chodzi,chodzić
choroby,choroba
zawodowe,zawodowy
promieniowania,promieniowanie
jonizującego,jonizować
monitoruje,monitorować
aparatury,aparatura
niej,on
świadczy,świadczyć
stwierdził,stwierdzić
żadnym,żaden
zakładzie,zakład
pracy,praca
ma,mieć
przekroczenia,przekroczenie
dopuszczalnych,dopuszczalny
norm,norma
proszę,prosić
państwa,państwo
odnosząc,odnosić
tego,to
taka,taki
jest,być
nasza,nasz
Dziękuję,dziękować
Dziękuję,dziękować
panu,pan
ministrowi,minister
prosi,prosić
Proszę,prosić
Panie,Pan
Marszałku,Marszałek
Wysoka,wysoki
Izbo,izba
Odpowiadam,odpowiadać
te,ten
pytania,pytanie
Odpowiadając,odpowiadać
panu,pan
posłowi,poseł
wiem,wiedzieć
zauważył,zauważyć
zmienił,zmienić
ustawy,ustawa
międzyczasie,międzyczas
brzmi,brzmieć
pracownikach,pracownik
zakładów,zakład
opieki,opieka
zdrowotnej,zdrowotny
panie,Pan
pośle,poseł
drugie,drugi
odpowiadam,odpowiadać
będzie,być
panu,pan
posłowi,poseł
Lewicy,lewica
uważam,uważać
Dziękuję,dziękować
Dziękuję,dziękować
panu,pan
posłowi,poseł
sekundę,sekunda
był,być
wnioskiem,wniosek
formalnym,formalny
jest,być
ma,mieć
sprostowania,sprostowanie
proszę,prosić
pana,Pan
był,być
wymieniony,wymienić
ogóle,ogół
przepraszam,przepraszać
sali,Sala
Przepraszam,przepraszać
udzielam,udzielać
głosu,głos
Proszę,prosić
narusza,naruszać
ma,mieć
Panie,Pan
Marszałku,Marszałek
Sejmie,sejm
Mam,mieć
obu,oba
panów,Pan
posłów,poseł
sprawozdawców,sprawozdawca
związku,związek
przebiegiem,przebieg
dyskusji,dyskusja
przypomnijmy,przypomnieć
końcu,koniec
lat,rok
dziewięćdziesiątych,dziewięćdziesiąty
tej,ten
Izbie,izba
Ligi,liga
Republikańskiej,republikański
prezentował,prezentować
kompleksowej,kompleksowy
ustawy,ustawa
dekomunizacyjnej,dekomunizacyjny
odrzucony,odrzucić
pierwszym,pierwszy
czytaniu,czytanie
głosami,głos
innymi,inny
postkomunistów,postkomunista
Unii,unia
Wolności,wolność
chcę,chcieć
okresie,okres
okupacji,okupacja
komunistycznej,komunistyczny
